Year,State,Divorce_Rate,Marriage_Rate
1995,Maryland,0.03,0.084
1995,Massachusetts,0.022000000000000002,0.071
1995,Michigan,0.040999999999999995,0.073
1995,Minnesota,0.034,0.07
1995,Mississippi,0.048,0.079
1995,Missouri,0.05,0.083
1995,Montana,0.048,0.076
1995,Nebraska,0.038,0.073
1995,Nevada,0.078,0.852
1995,New Hampshire,0.042,0.083
1995,New Jersey,0.03,0.065
1995,New Mexico,0.066,0.08800000000000001
1995,New York,0.03,0.08
1995,North Carolina,0.05,0.084
1995,North Dakota,0.034,0.071
1995,Ohio,0.043,0.08
1995,Oklahoma,0.066,0.086
1995,Oregon,0.047,0.081
1995,Pennsylvania,0.032,0.062
1995,Rhode Island,0.036000000000000004,0.073
1995,South Carolina,0.039,0.11900000000000001
1995,South Dakota,0.039,0.099
1995,Tennessee,0.062,0.155
1995,Texas,0.052000000000000005,0.099
1995,Utah,0.044000000000000004,0.107
1995,Vermont,0.047,0.10300000000000001
1995,Virginia,0.043,0.102
1995,Washington,0.054000000000000006,0.077
1995,West Virginia,0.052000000000000005,0.061
1995,Wisconsin,0.034,0.07
1995,Wyoming,0.066,0.106
1999,Alabama,0.057,0.10800000000000001
1999,Alaska,0.05,0.086
1999,Arizona,0.046,0.08199999999999999
1999,Arkansas,0.062,0.14800000000000002
1999,California,0.042625,0.064
1999,Colorado,0.048,0.08199999999999999
1999,Connecticut,0.03,0.057999999999999996
1999,Delaware,0.045,0.067
1999,District of Columbia,0.036000000000000004,0.066
1999,Florida,0.051,0.087
1999,Georgia,0.040999999999999995,0.078
1999,Hawaii,0.038,0.18899999999999997
1999,Idaho,0.054000000000000006,0.121
1999,Illinois,0.033,0.07
1999,Indiana,0.042625,0.081
1999,Iowa,0.033,0.079
1999,Kansas,0.034,0.071
1999,Kentucky,0.055,0.109
1999,Louisiana,0.038,0.091
1999,Maine,0.051,0.086
1999,Maryland,0.032,0.075
1999,Massachusetts,0.025,0.062
1999,Michigan,0.038,0.068
1999,Minnesota,0.032,0.068
1999,Mississippi,0.05,0.078
1999,Missouri,0.044000000000000004,0.081
1999,Montana,0.027999999999999997,0.07400000000000001
1999,Nebraska,0.037000000000000005,0.075
1999,Nevada,0.078,0.823
1999,New Hampshire,0.051,0.079
1999,New Jersey,0.03,0.059000000000000004
1999,New Mexico,0.046,0.08
1999,New York,0.033,0.073
1999,North Carolina,0.046,0.085
1999,North Dakota,0.044000000000000004,0.066
1999,Ohio,0.039,0.078
1999,Oklahoma,0.042625,0.068
1999,Oregon,0.046,0.076
1999,Pennsylvania,0.031,0.061
1999,Rhode Island,0.027000000000000003,0.075
1999,South Carolina,0.038,0.102
1999,South Dakota,0.037000000000000005,0.091
1999,Tennessee,0.057999999999999996,0.147
1999,Texas,0.038,0.091
1999,Utah,0.04,0.096
1999,Vermont,0.044000000000000004,0.1
1999,Virginia,0.044000000000000004,0.092
1999,Washington,0.05,0.07200000000000001
1999,West Virginia,0.049,0.075
1999,Wisconsin,0.032,0.067
1999,Wyoming,0.057,0.099
2000,Alabama,0.055,0.10099999999999999
2000,Alaska,0.039,0.08900000000000001
2000,Arizona,0.046,0.075
2000,Arkansas,0.064,0.154
2000,California,0.04270833333333333,0.057999999999999996
2000,Colorado,0.047,0.083
2000,Connecticut,0.033,0.057
2000,Delaware,0.039,0.065
2000,District of Columbia,0.032,0.049
2000,Florida,0.051,0.08900000000000001
2000,Georgia,0.033,0.068
2000,Hawaii,0.039,0.20600000000000002
2000,Idaho,0.055,0.10800000000000001
2000,Illinois,0.032,0.069
2000,Indiana,0.04270833333333333,0.079
2000,Iowa,0.033,0.069
2000,Kansas,0.036000000000000004,0.083
2000,Kentucky,0.051,0.098
2000,Louisiana,0.039,0.091
2000,Maine,0.05,0.08800000000000001
2000,Maryland,0.033,0.075
2000,Massachusetts,0.025,0.057999999999999996
2000,Michigan,0.039,0.067
2000,Minnesota,0.032,0.068
2000,Mississippi,0.05,0.069
2000,Missouri,0.045,0.078
2000,Montana,0.042,0.073
2000,Nebraska,0.037000000000000005,0.076
2000,Nevada,0.099,0.722
2000,New Hampshire,0.048,0.094
2000,New Jersey,0.03,0.06
2000,New Mexico,0.051,0.08
2000,New York,0.03,0.071
2000,North Carolina,0.045,0.08199999999999999
2000,North Dakota,0.034,0.07200000000000001
2000,Ohio,0.042,0.078
2000,Oklahoma,0.04270833333333333,0.09763999999999999
2000,Oregon,0.048,0.076
2000,Pennsylvania,0.031,0.06
2000,Rhode Island,0.028999999999999998,0.076
2000,South Carolina,0.038,0.106
2000,South Dakota,0.035,0.094
2000,Tennessee,0.059000000000000004,0.155
2000,Texas,0.04,0.094
2000,Utah,0.043,0.10800000000000001
2000,Vermont,0.040999999999999995,0.1
2000,Virginia,0.043,0.08800000000000001
2000,Washington,0.046,0.069
2000,West Virginia,0.051,0.087
2000,Wisconsin,0.032,0.067
2000,Wyoming,0.057999999999999996,0.1
2001,Alabama,0.054000000000000006,0.094
2001,Alaska,0.043,0.081
2001,Arizona,0.04,0.076
2001,Arkansas,0.062,0.14300000000000002
2001,California,0.04125,0.065
2001,Colorado,0.047,0.08199999999999999
2001,Connecticut,0.032,0.054000000000000006
2001,Delaware,0.039,0.065
2001,District of Columbia,0.028999999999999998,0.062
2001,Florida,0.052000000000000005,0.09300000000000001
2001,Georgia,0.031,0.061
2001,Hawaii,0.04,0.196
2001,Idaho,0.053,0.11199999999999999
2001,Illinois,0.032,0.07200000000000001
2001,Indiana,0.04125,0.079
2001,Iowa,0.033,0.071
2001,Kansas,0.034,0.075
2001,Kentucky,0.051,0.09
2001,Louisiana,0.04,0.084
2001,Maine,0.047,0.086
2001,Maryland,0.03,0.07
2001,Massachusetts,0.024,0.062
2001,Michigan,0.039,0.067
2001,Minnesota,0.032,0.066
2001,Mississippi,0.05,0.065
2001,Missouri,0.042,0.075
2001,Montana,0.042,0.071
2001,Nebraska,0.036000000000000004,0.079
2001,Nevada,0.063,0.696
2001,New Hampshire,0.044000000000000004,0.085
2001,New Jersey,0.034,0.064
2001,New Mexico,0.049,0.076
2001,New York,0.035,0.076
2001,North Carolina,0.046,0.07400000000000001
2001,North Dakota,0.028999999999999998,0.065
2001,Ohio,0.04,0.07200000000000001
2001,Oklahoma,0.04125,0.09468
2001,Oregon,0.048,0.075
2001,Pennsylvania,0.031,0.057999999999999996
2001,Rhode Island,0.032,0.081
2001,South Carolina,0.036000000000000004,0.099
2001,South Dakota,0.033,0.08900000000000001
2001,Tennessee,0.052000000000000005,0.135
2001,Texas,0.04,0.091
2001,Utah,0.042,0.102
2001,Vermont,0.043,0.098
2001,Virginia,0.042,0.08800000000000001
2001,Washington,0.045,0.07
2001,West Virginia,0.052000000000000005,0.079
2001,Wisconsin,0.032,0.065
2001,Wyoming,0.057999999999999996,0.1
2002,Alabama,0.054000000000000006,0.099
2002,Alaska,0.046,0.083
2002,Arizona,0.048,0.067
2002,Arkansas,0.062,0.14300000000000002
2002,California,0.04060416666666667,0.062
2002,Colorado,0.047,0.08
2002,Connecticut,0.033,0.057
2002,Delaware,0.035,0.064
2002,District of Columbia,0.024,0.051
2002,Florida,0.051,0.094
2002,Georgia,0.025,0.065
2002,Hawaii,0.037000000000000005,0.20800000000000002
2002,Idaho,0.053,0.11
2002,Illinois,0.028999999999999998,0.066
2002,Indiana,0.04060416666666667,0.079
2002,Iowa,0.031,0.07
2002,Kansas,0.036000000000000004,0.073
2002,Kentucky,0.052000000000000005,0.09
2002,Louisiana,0.033,0.081
2002,Maine,0.046,0.084
2002,Maryland,0.034,0.071
2002,Massachusetts,0.025,0.059000000000000004
2002,Michigan,0.038,0.065
2002,Minnesota,0.031,0.065
2002,Mississippi,0.049,0.064
2002,Missouri,0.04,0.073
2002,Montana,0.04,0.071
2002,Nebraska,0.036000000000000004,0.075
2002,Nevada,0.071,0.674
2002,New Hampshire,0.043,0.083
2002,New Jersey,0.034,0.06
2002,New Mexico,0.044000000000000004,0.079
2002,New York,0.034,0.073
2002,North Carolina,0.044000000000000004,0.077
2002,North Dakota,0.028999999999999998,0.068
2002,Ohio,0.04,0.07
2002,Oklahoma,0.04060416666666667,0.09294000000000001
2002,Oregon,0.046,0.071
2002,Pennsylvania,0.031,0.057
2002,Rhode Island,0.032,0.078
2002,South Carolina,0.034,0.09300000000000001
2002,South Dakota,0.033,0.08800000000000001
2002,Tennessee,0.051,0.131
2002,Texas,0.039,0.084
2002,Utah,0.040999999999999995,0.10400000000000001
2002,Vermont,0.042,0.098
2002,Virginia,0.042,0.086
2002,Washington,0.046,0.065
2002,West Virginia,0.052000000000000005,0.081
2002,Wisconsin,0.032,0.063
2002,Wyoming,0.054000000000000006,0.095
2003,Alabama,0.052000000000000005,0.096
2003,Alaska,0.039,0.081
2003,Arizona,0.044000000000000004,0.065
2003,Arkansas,0.06,0.134
2003,California,0.0393125,0.061
2003,Colorado,0.043,0.078
2003,Connecticut,0.032,0.055
2003,Delaware,0.039,0.06
2003,District of Columbia,0.02,0.051
2003,Florida,0.05,0.09
2003,Georgia,0.032,0.07
2003,Hawaii,0.032,0.22
2003,Idaho,0.052000000000000005,0.109
2003,Illinois,0.027999999999999997,0.065
2003,Indiana,0.0393125,0.071
2003,Iowa,0.027999999999999997,0.069
2003,Kansas,0.033,0.069
2003,Kentucky,0.05,0.091
2003,Louisiana,0.034,0.08199999999999999
2003,Maine,0.044000000000000004,0.084
2003,Maryland,0.032,0.069
2003,Massachusetts,0.025,0.055999999999999994
2003,Michigan,0.035,0.063
2003,Minnesota,0.03,0.063
2003,Mississippi,0.046,0.062
2003,Missouri,0.039,0.07200000000000001
2003,Montana,0.039,0.07200000000000001
2003,Nebraska,0.034,0.07
2003,Nevada,0.073,0.639
2003,New Hampshire,0.040999999999999995,0.081
2003,New Jersey,0.032,0.057999999999999996
2003,New Mexico,0.052000000000000005,0.069
2003,New York,0.032,0.068
2003,North Carolina,0.042,0.07400000000000001
2003,North Dakota,0.028999999999999998,0.071
2003,Ohio,0.037000000000000005,0.067
2003,Oklahoma,0.0393125,0.09032
2003,Oregon,0.043,0.07200000000000001
2003,Pennsylvania,0.031,0.059000000000000004
2003,Rhode Island,0.031,0.078
2003,South Carolina,0.033,0.09
2003,South Dakota,0.03,0.084
2003,Tennessee,0.05,0.11900000000000001
2003,Texas,0.038,0.081
2003,Utah,0.04,0.102
2003,Vermont,0.04,0.09699999999999999
2003,Virginia,0.04,0.084
2003,Washington,0.044000000000000004,0.065
2003,West Virginia,0.052000000000000005,0.075
2003,Wisconsin,0.031,0.062
2003,Wyoming,0.054000000000000006,0.09300000000000001
2004,Alabama,0.049,0.094
2004,Alaska,0.043,0.085
2004,Arizona,0.043,0.067
2004,Arkansas,0.061,0.134
2004,California,0.03851020408163265,0.064
2004,Colorado,0.044000000000000004,0.07400000000000001
2004,Connecticut,0.031,0.057999999999999996
2004,Delaware,0.037000000000000005,0.061
2004,District of Columbia,0.018000000000000002,0.052000000000000005
2004,Florida,0.047,0.09
2004,Georgia,0.034,0.079
2004,Hawaii,0.034,0.226
2004,Idaho,0.05,0.10800000000000001
2004,Illinois,0.026000000000000002,0.062
2004,Indiana,0.03851020408163265,0.078
2004,Iowa,0.027999999999999997,0.069
2004,Kansas,0.033,0.07
2004,Kentucky,0.049,0.08800000000000001
2004,Louisiana,0.034,0.08
2004,Maine,0.043,0.086
2004,Maryland,0.032,0.069
2004,Massachusetts,0.022000000000000002,0.065
2004,Michigan,0.035,0.062
2004,Minnesota,0.027999999999999997,0.06
2004,Mississippi,0.045,0.061
2004,Missouri,0.038,0.071
2004,Montana,0.038,0.075
2004,Nebraska,0.034,0.071
2004,Nevada,0.063,0.621
2004,New Hampshire,0.04,0.08
2004,New Jersey,0.03,0.059000000000000004
2004,New Mexico,0.046,0.07400000000000001
2004,New York,0.03,0.068
2004,North Carolina,0.042,0.073
2004,North Dakota,0.031,0.069
2004,Ohio,0.036000000000000004,0.066
2004,Oklahoma,0.049,0.065
2004,Oregon,0.040999999999999995,0.081
2004,Pennsylvania,0.03,0.059000000000000004
2004,Rhode Island,0.031,0.077
2004,South Carolina,0.032,0.08199999999999999
2004,South Dakota,0.031,0.084
2004,Tennessee,0.049,0.114
2004,Texas,0.036000000000000004,0.08
2004,Utah,0.040999999999999995,0.099
2004,Vermont,0.039,0.094
2004,Virginia,0.039,0.083
2004,Washington,0.043,0.065
2004,West Virginia,0.05,0.075
2004,Wisconsin,0.03,0.062
2004,Wyoming,0.052000000000000005,0.09300000000000001
2005,Alabama,0.049,0.092
2005,Alaska,0.043,0.08199999999999999
2005,Arizona,0.042,0.066
2005,Arkansas,0.06,0.129
2005,California,0.03835416666666667,0.064
2005,Colorado,0.044000000000000004,0.076
2005,Connecticut,0.03,0.057999999999999996
2005,Delaware,0.038,0.059000000000000004
2005,District of Columbia,0.02,0.040999999999999995
2005,Florida,0.046,0.08900000000000001
2005,Georgia,0.034,0.07
2005,Hawaii,0.034,0.226
2005,Idaho,0.05,0.105
2005,Illinois,0.026000000000000002,0.059000000000000004
2005,Indiana,0.03835416666666667,0.069
2005,Iowa,0.027000000000000003,0.069
2005,Kansas,0.031,0.068
2005,Kentucky,0.046,0.087
2005,Louisiana,0.034,0.08
2005,Maine,0.040999999999999995,0.08199999999999999
2005,Maryland,0.031,0.069
2005,Massachusetts,0.022000000000000002,0.062
2005,Michigan,0.034,0.061
2005,Minnesota,0.03835416666666667,0.06
2005,Mississippi,0.044000000000000004,0.057999999999999996
2005,Missouri,0.036000000000000004,0.07
2005,Montana,0.045,0.07400000000000001
2005,Nebraska,0.033,0.07
2005,Nevada,0.07400000000000001,0.574
2005,New Hampshire,0.039,0.073
2005,New Jersey,0.028999999999999998,0.057
2005,New Mexico,0.046,0.066
2005,New York,0.028999999999999998,0.068
2005,North Carolina,0.040999999999999995,0.073
2005,North Dakota,0.028999999999999998,0.068
2005,Ohio,0.035,0.065
2005,Oklahoma,0.055999999999999994,0.073
2005,Oregon,0.042,0.073
2005,Pennsylvania,0.023,0.057999999999999996
2005,Rhode Island,0.03,0.07
2005,South Carolina,0.028999999999999998,0.083
2005,South Dakota,0.027999999999999997,0.084
2005,Tennessee,0.046,0.109
2005,Texas,0.033,0.078
2005,Utah,0.040999999999999995,0.098
2005,Vermont,0.036000000000000004,0.08900000000000001
2005,Virginia,0.04,0.08199999999999999
2005,Washington,0.043,0.065
2005,West Virginia,0.051,0.07400000000000001
2005,Wisconsin,0.028999999999999998,0.061
2005,Wyoming,0.052000000000000005,0.09300000000000001
2006,Alabama,0.049,0.092
2006,Alaska,0.042,0.08199999999999999
2006,Arizona,0.04,0.065
2006,Arkansas,0.057999999999999996,0.124
2006,California,0.0385,0.063
2006,Colorado,0.045,0.07200000000000001
2006,Connecticut,0.031,0.055
2006,Delaware,0.038,0.059000000000000004
2006,District of Columbia,0.021,0.04
2006,Florida,0.047,0.086
2006,Georgia,0.034,0.073
2006,Hawaii,0.034,0.21899999999999997
2006,Idaho,0.05,0.10099999999999999
2006,Illinois,0.025,0.062
2006,Indiana,0.0385,0.07
2006,Iowa,0.027000000000000003,0.067
2006,Kansas,0.031,0.068
2006,Kentucky,0.05,0.084
2006,Louisiana,0.034,0.21899999999999997
2006,Maine,0.042,0.078
2006,Maryland,0.03,0.066
2006,Massachusetts,0.023,0.059000000000000004
2006,Michigan,0.035,0.059000000000000004
2006,Minnesota,0.0385,0.06
2006,Mississippi,0.048,0.057
2006,Missouri,0.038,0.069
2006,Montana,0.044000000000000004,0.07400000000000001
2006,Nebraska,0.034,0.068
2006,Nevada,0.067,0.521
2006,New Hampshire,0.040999999999999995,0.07200000000000001
2006,New Jersey,0.03,0.055
2006,New Mexico,0.043,0.068
2006,New York,0.031,0.069
2006,North Carolina,0.04,0.073
2006,North Dakota,0.03,0.067
2006,Ohio,0.035,0.063
2006,Oklahoma,0.053,0.073
2006,Oregon,0.04,0.073
2006,Pennsylvania,0.027999999999999997,0.057
2006,Rhode Island,0.03,0.066
2006,South Carolina,0.028999999999999998,0.078
2006,South Dakota,0.032,0.08
2006,Tennessee,0.046,0.106
2006,Texas,0.034,0.076
2006,Utah,0.039,0.092
2006,Vermont,0.038,0.086
2006,Virginia,0.04,0.078
2006,Washington,0.040999999999999995,0.065
2006,West Virginia,0.05,0.073
2006,Wisconsin,0.03,0.06
2006,Wyoming,0.051,0.09300000000000001
2007,Alabama,0.045,0.08900000000000001
2007,Alaska,0.043,0.085
2007,Arizona,0.04,0.064
2007,Arkansas,0.059000000000000004,0.12
2007,California,0.0375,0.062
2007,Colorado,0.044000000000000004,0.071
2007,Connecticut,0.032,0.055
2007,Delaware,0.037000000000000005,0.057
2007,District of Columbia,0.017,0.042
2007,Florida,0.046,0.085
2007,Georgia,0.034,0.068
2007,Hawaii,0.034,0.20800000000000002
2007,Idaho,0.049,0.1
2007,Illinois,0.026000000000000002,0.061
2007,Indiana,0.0375,0.07
2007,Iowa,0.025,0.066
2007,Kansas,0.034,0.068
2007,Kentucky,0.046,0.078
2007,Louisiana,0.034,0.075
2007,Maine,0.042,0.07400000000000001
2007,Maryland,0.028999999999999998,0.065
2007,Massachusetts,0.023,0.059000000000000004
2007,Michigan,0.034,0.057
2007,Minnesota,0.0375,0.057999999999999996
2007,Mississippi,0.045,0.054000000000000006
2007,Missouri,0.038,0.069
2007,Montana,0.04,0.075
2007,Nebraska,0.034,0.068
2007,Nevada,0.064,0.486
2007,New Hampshire,0.038,0.071
2007,New Jersey,0.03,0.054000000000000006
2007,New Mexico,0.042,0.055999999999999994
2007,New York,0.028999999999999998,0.068
2007,North Carolina,0.04,0.07
2007,North Dakota,0.028999999999999998,0.066
2007,Ohio,0.034,0.061
2007,Oklahoma,0.052000000000000005,0.073
2007,Oregon,0.039,0.07200000000000001
2007,Pennsylvania,0.027999999999999997,0.057
2007,Rhode Island,0.027999999999999997,0.064
2007,South Carolina,0.03,0.079
2007,South Dakota,0.031,0.078
2007,Tennessee,0.043,0.10099999999999999
2007,Texas,0.033,0.07400000000000001
2007,Utah,0.037000000000000005,0.096
2007,Vermont,0.036000000000000004,0.085
2007,Virginia,0.038,0.075
2007,Washington,0.04,0.064
2007,West Virginia,0.051,0.073
2007,Wisconsin,0.028999999999999998,0.057
2007,Wyoming,0.049,0.09
2008,Alabama,0.043,0.086
2008,Alaska,0.044000000000000004,0.084
2008,Arizona,0.038,0.06
2008,Arkansas,0.055,0.106
2008,California,0.037125000000000005,0.067
2008,Colorado,0.043,0.07400000000000001
2008,Connecticut,0.034,0.054000000000000006
2008,Delaware,0.035,0.055
2008,District of Columbia,0.027000000000000003,0.040999999999999995
2008,Florida,0.043,0.08
2008,Georgia,0.034,0.06
2008,Hawaii,0.034,0.191
2008,Idaho,0.048,0.095
2008,Illinois,0.025,0.059000000000000004
2008,Indiana,0.037125000000000005,0.08
2008,Iowa,0.026000000000000002,0.065
2008,Kansas,0.035,0.067
2008,Kentucky,0.046,0.079
2008,Louisiana,0.034,0.068
2008,Maine,0.042,0.07400000000000001
2008,Maryland,0.027999999999999997,0.059000000000000004
2008,Massachusetts,0.02,0.057
2008,Michigan,0.034,0.055999999999999994
2008,Minnesota,0.037125000000000005,0.054000000000000006
2008,Mississippi,0.043,0.051
2008,Missouri,0.037000000000000005,0.068
2008,Montana,0.040999999999999995,0.076
2008,Nebraska,0.033,0.069
2008,Nevada,0.064,0.423
2008,New Hampshire,0.039,0.068
2008,New Jersey,0.03,0.054000000000000006
2008,New Mexico,0.040999999999999995,0.04
2008,New York,0.027999999999999997,0.066
2008,North Carolina,0.038,0.069
2008,North Dakota,0.028999999999999998,0.065
2008,Ohio,0.033,0.06
2008,Oklahoma,0.053,0.071
2008,Oregon,0.039,0.069
2008,Pennsylvania,0.027000000000000003,0.055
2008,Rhode Island,0.027000000000000003,0.061
2008,South Carolina,0.027999999999999997,0.073
2008,South Dakota,0.031,0.077
2008,Tennessee,0.042,0.094
2008,Texas,0.033,0.073
2008,Utah,0.038,0.09
2008,Vermont,0.036000000000000004,0.079
2008,Virginia,0.038,0.07200000000000001
2008,Washington,0.039,0.063
2008,West Virginia,0.048,0.071
2008,Wisconsin,0.03,0.055999999999999994
2008,Wyoming,0.049,0.086
2009,Alabama,0.044000000000000004,0.083
2009,Alaska,0.044000000000000004,0.078
2009,Arizona,0.036000000000000004,0.055999999999999994
2009,Arkansas,0.057,0.107
2009,California,0.03689583333333333,0.057999999999999996
2009,Colorado,0.043,0.069
2009,Connecticut,0.03,0.059000000000000004
2009,Delaware,0.036000000000000004,0.054000000000000006
2009,District of Columbia,0.027000000000000003,0.047
2009,Florida,0.042,0.075
2009,Georgia,0.034,0.066
2009,Hawaii,0.034,0.172
2009,Idaho,0.05,0.08900000000000001
2009,Illinois,0.025,0.057
2009,Indiana,0.03689583333333333,0.079
2009,Iowa,0.024,0.07
2009,Kansas,0.036000000000000004,0.064
2009,Kentucky,0.046,0.076
2009,Louisiana,0.034,0.071
2009,Maine,0.040999999999999995,0.071
2009,Maryland,0.027999999999999997,0.057999999999999996
2009,Massachusetts,0.022000000000000002,0.055999999999999994
2009,Michigan,0.033,0.054000000000000006
2009,Minnesota,0.03689583333333333,0.053
2009,Mississippi,0.040999999999999995,0.048
2009,Missouri,0.038,0.065
2009,Montana,0.04,0.073
2009,Nebraska,0.034,0.066
2009,Nevada,0.066,0.40299999999999997
2009,New Hampshire,0.037000000000000005,0.065
2009,New Jersey,0.027000000000000003,0.05
2009,New Mexico,0.039,0.05
2009,New York,0.026000000000000002,0.065
2009,North Carolina,0.038,0.066
2009,North Dakota,0.027999999999999997,0.064
2009,Ohio,0.033,0.057999999999999996
2009,Oklahoma,0.048,0.069
2009,Oregon,0.039,0.066
2009,Pennsylvania,0.027000000000000003,0.053
2009,Rhode Island,0.03,0.059000000000000004
2009,South Carolina,0.03,0.073
2009,South Dakota,0.033,0.073
2009,Tennessee,0.039,0.084
2009,Texas,0.033,0.071
2009,Utah,0.037000000000000005,0.084
2009,Vermont,0.035,0.087
2009,Virginia,0.037000000000000005,0.069
2009,Washington,0.039,0.06
2009,West Virginia,0.051,0.067
2009,Wisconsin,0.028999999999999998,0.053
2009,Wyoming,0.051,0.08
2010,Alabama,0.044000000000000004,0.08199999999999999
2010,Alaska,0.047,0.08
2010,Arizona,0.035,0.059000000000000004
2010,Arkansas,0.057,0.10800000000000001
2010,California,0.03775,0.057999999999999996
2010,Colorado,0.043,0.069
2010,Connecticut,0.028999999999999998,0.055999999999999994
2010,Delaware,0.035,0.052000000000000005
2010,District of Columbia,0.027999999999999997,0.076
2010,Florida,0.044000000000000004,0.073
2010,Georgia,0.034,0.073
2010,Hawaii,0.034,0.17600000000000002
2010,Idaho,0.052000000000000005,0.08800000000000001
2010,Illinois,0.026000000000000002,0.057
2010,Indiana,0.03775,0.063
2010,Iowa,0.024,0.069
2010,Kansas,0.037000000000000005,0.064
2010,Kentucky,0.045,0.07400000000000001
2010,Louisiana,0.034,0.069
2010,Maine,0.042,0.071
2010,Maryland,0.027999999999999997,0.057
2010,Massachusetts,0.025,0.055999999999999994
2010,Michigan,0.035,0.055
2010,Minnesota,0.03775,0.053
2010,Mississippi,0.043,0.049
2010,Missouri,0.039,0.065
2010,Montana,0.039,0.07400000000000001
2010,Nebraska,0.036000000000000004,0.066
2010,Nevada,0.059000000000000004,0.38299999999999995
2010,New Hampshire,0.038,0.073
2010,New Jersey,0.03,0.051
2010,New Mexico,0.04,0.077
2010,New York,0.028999999999999998,0.065
2010,North Carolina,0.038,0.066
2010,North Dakota,0.031,0.065
2010,Ohio,0.034,0.057999999999999996
2010,Oklahoma,0.052000000000000005,0.07200000000000001
2010,Oregon,0.04,0.065
2010,Pennsylvania,0.027000000000000003,0.053
2010,Rhode Island,0.032,0.057999999999999996
2010,South Carolina,0.031,0.07400000000000001
2010,South Dakota,0.034,0.073
2010,Tennessee,0.042,0.08800000000000001
2010,Texas,0.033,0.071
2010,Utah,0.037000000000000005,0.085
2010,Vermont,0.038,0.09300000000000001
2010,Virginia,0.038,0.068
2010,Washington,0.042,0.06
2010,West Virginia,0.051,0.067
2010,Wisconsin,0.03,0.053
2010,Wyoming,0.051,0.076
2011,Alabama,0.043,0.084
2011,Alaska,0.048,0.078
2011,Arizona,0.039,0.057
2011,Arkansas,0.053,0.10400000000000001
2011,California,0.037333333333333336,0.057999999999999996
2011,Colorado,0.044000000000000004,0.07
2011,Connecticut,0.031,0.055
2011,Delaware,0.036000000000000004,0.052000000000000005
2011,District of Columbia,0.028999999999999998,0.087
2011,Florida,0.045,0.07400000000000001
2011,Georgia,0.034,0.066
2011,Hawaii,0.034,0.17600000000000002
2011,Idaho,0.049,0.086
2011,Illinois,0.026000000000000002,0.055999999999999994
2011,Indiana,0.037333333333333336,0.068
2011,Iowa,0.024,0.067
2011,Kansas,0.039,0.063
2011,Kentucky,0.044000000000000004,0.075
2011,Louisiana,0.034,0.064
2011,Maine,0.042,0.07200000000000001
2011,Maryland,0.028999999999999998,0.057999999999999996
2011,Massachusetts,0.027000000000000003,0.055
2011,Michigan,0.034,0.057
2011,Minnesota,0.037333333333333336,0.055999999999999994
