Region,Division,State,year,num_crimes
West,Mountain,Arizona,1963.0000000000002,3027.0
South,West South Central,Arkansas,1963.0000000000002,1991.0
West,Pacific,California,1963.0000000000002,42419.0
West,Mountain,Colorado,1963.0000000000002,2555.0
Northeast,New England,Connecticut,1963.0000000000002,1192.0
South,South Atlantic,Delaware,1963.0000000000002,424.0
South,South Atlantic,District of Columbia,1963.0000000000002,4740.0
South,South Atlantic,Florida,1963.0000000000002,12150.000000000002
South,South Atlantic,Georgia,1963.0000000000002,7019.0
West,Pacific,Hawaii,1963.0000000000002,214.99999999999997
West,Mountain,Idaho,1963.0000000000002,362.0
Midwest,East North Central,Illinois,1963.0000000000002,33627.0
Midwest,East North Central,Indiana,1963.0000000000002,4819.0
Midwest,West North Central,Iowa,1963.0000000000002,629.0
Midwest,West North Central,Kansas,1963.0000000000002,1831.0
South,East South Central,Kentucky,1963.0000000000002,2849.0
South,West South Central,Louisiana,1963.0000000000002,5798.0
Northeast,New England,Maine,1963.0000000000002,306.0
South,South Atlantic,Maryland,1963.0000000000002,5283.0
Northeast,New England,Massachusetts,1963.0000000000002,3454.0000000000005
Midwest,East North Central,Michigan,1963.0000000000002,18478.0
Midwest,West North Central,Minnesota,1963.0000000000002,1983.0
South,East South Central,Mississippi,1963.0000000000002,1779.0
Midwest,West North Central,Missouri,1963.0000000000002,8629.0
West,Mountain,Montana,1963.0000000000002,414.0
Midwest,West North Central,Nebraska,1963.0000000000002,591.0
West,Mountain,Nevada,1963.0000000000002,755.0000000000001
Northeast,New England,New Hampshire,1963.0000000000002,164.0
Northeast,Middle Atlantic,New Jersey,1963.0000000000002,8849.0
West,Mountain,New Mexico,1963.0000000000002,1376.0
Northeast,Middle Atlantic,New York,1963.0000000000002,128876.7928760869
South,South Atlantic,North Carolina,1963.0000000000002,10038.0
Midwest,West North Central,North Dakota,1963.0000000000002,182.0
Midwest,East North Central,Ohio,1963.0000000000002,9086.0
South,West South Central,Oklahoma,1963.0000000000002,2807.9999999999995
West,Pacific,Oregon,1963.0000000000002,1393.0
Northeast,Middle Atlantic,Pennsylvania,1963.0000000000002,12678.000000000002
Northeast,New England,Rhode Island,1963.0000000000002,499.99999999999994
South,South Atlantic,South Carolina,1963.0000000000002,4075.0
Midwest,West North Central,South Dakota,1963.0000000000002,278.0
South,East South Central,Tennessee,1963.0000000000002,3777.0
South,West South Central,Texas,1963.0000000000002,17511.0
West,Mountain,Utah,1963.0000000000002,598.0
Northeast,New England,Vermont,1963.0000000000002,92.0
South,South Atlantic,Virginia,1963.0000000000002,8259.0
West,Pacific,Washington,1963.0000000000002,2034.0
South,South Atlantic,West Virginia,1963.0000000000002,1185.0
Midwest,East North Central,Wisconsin,1963.0000000000002,1312.0
West,Mountain,Wyoming,1963.0000000000002,213.00000000000003
South,East South Central,Alabama,1964.0,7260.0
West,Pacific,Alaska,1964.0,375.00000000000006
West,Mountain,Arizona,1964.0,3367.9999999999995
South,West South Central,Arkansas,1964.0,2641.0
West,Pacific,California,1964.0,48026.0
West,Mountain,Colorado,1964.0,3119.0
Northeast,New England,Connecticut,1964.0,1772.9999999999998
South,South Atlantic,Delaware,1964.0,541.0
South,South Atlantic,District of Columbia,1964.0,5112.0
South,South Atlantic,Florida,1964.0,16539.0
South,South Atlantic,Georgia,1964.0,8285.0
West,Pacific,Hawaii,1964.0,575.0
West,Mountain,Idaho,1964.0,537.0
Midwest,East North Central,Illinois,1964.0,36916.0
Midwest,East North Central,Indiana,1964.0,6563.999999999999
Midwest,West North Central,Iowa,1964.0,1007.0
Midwest,West North Central,Kansas,1964.0,2573.0
South,East South Central,Kentucky,1964.0,3486.0
South,West South Central,Louisiana,1964.0,7140.0
Northeast,New England,Maine,1964.0,506.0
South,South Atlantic,Maryland,1964.0,7446.0
Northeast,New England,Massachusetts,1964.0,4559.0
Midwest,East North Central,Michigan,1964.0,21153.0
Midwest,West North Central,Minnesota,1964.0,2601.0
South,East South Central,Mississippi,1964.0,4118.0
Midwest,West North Central,Missouri,1964.0,9553.0
West,Mountain,Montana,1964.0,564.0
Midwest,West North Central,Nebraska,1964.0,776.0
West,Mountain,Nevada,1964.0,983.0
Northeast,New England,New Hampshire,1964.0,149.0
Northeast,Middle Atlantic,New Jersey,1964.0,10456.0
West,Mountain,New Mexico,1964.0,1613.0
Northeast,Middle Atlantic,New York,1964.0,129489.99076087656
South,South Atlantic,North Carolina,1964.0,12345.000000000002
Midwest,West North Central,North Dakota,1964.0,228.99999999999997
Midwest,East North Central,Ohio,1964.0,11582.0
South,West South Central,Oklahoma,1964.0,3609.0000000000005
West,Pacific,Oregon,1964.0,2009.0
Northeast,Middle Atlantic,Pennsylvania,1964.0,14161.999999999998
Northeast,New England,Rhode Island,1964.0,578.0
South,South Atlantic,South Carolina,1964.0,4240.0
Midwest,West North Central,South Dakota,1964.0,408.0
South,East South Central,Tennessee,1964.0,4505.0
South,West South Central,Texas,1964.0,19769.0
West,Mountain,Utah,1964.0,887.9999999999999
Northeast,New England,Vermont,1964.0,88.99999999999999
South,South Atlantic,Virginia,1964.0,10561.0
West,Pacific,Washington,1964.0,2761.0
South,South Atlantic,West Virginia,1964.0,1359.0
Midwest,East North Central,Wisconsin,1964.0,1762.0
West,Mountain,Wyoming,1964.0,285.0
South,East South Central,Alabama,1965.0000000000002,6916.0
West,Pacific,Alaska,1965.0000000000002,377.0
West,Mountain,Arizona,1965.0000000000002,3092.0000000000005
South,West South Central,Arkansas,1965.0000000000002,2662.0
West,Pacific,California,1965.0000000000002,52490.0
West,Mountain,Colorado,1965.0000000000002,3007.0
Northeast,New England,Connecticut,1965.0000000000002,1973.0
South,South Atlantic,Delaware,1965.0000000000002,561.0
South,South Atlantic,District of Columbia,1965.0000000000002,5804.0
South,South Atlantic,Florida,1965.0000000000002,17386.0
South,South Atlantic,Georgia,1965.0000000000002,8777.0
West,Pacific,Hawaii,1965.0000000000002,490.99999999999994
West,Mountain,Idaho,1965.0000000000002,493.0
Midwest,East North Central,Illinois,1965.0000000000002,34345.0
Midwest,East North Central,Indiana,1965.0000000000002,6695.000000000001
Midwest,West North Central,Iowa,1965.0000000000002,1067.0
Midwest,West North Central,Kansas,1965.0000000000002,2392.0
South,East South Central,Kentucky,1965.0000000000002,3463.0
South,West South Central,Louisiana,1965.0000000000002,7178.000000000001
Northeast,New England,Maine,1965.0000000000002,437.0
South,South Atlantic,Maryland,1965.0000000000002,10032.0
Northeast,New England,Massachusetts,1965.0000000000002,5270.0
Midwest,East North Central,Michigan,1965.0000000000002,24459.000000000004
Midwest,West North Central,Minnesota,1965.0000000000002,3074.0
South,East South Central,Mississippi,1965.0000000000002,3949.0
Midwest,West North Central,Missouri,1965.0000000000002,10588.0
West,Mountain,Montana,1965.0000000000002,514.0
Midwest,West North Central,Nebraska,1965.0000000000002,852.0000000000001
West,Mountain,Nevada,1965.0000000000002,953.0
Northeast,New England,New Hampshire,1965.0000000000002,156.0
Northeast,Middle Atlantic,New Jersey,1965.0000000000002,10422.0
West,Mountain,New Mexico,1965.0000000000002,2047.0
Northeast,Middle Atlantic,New York,1965.0000000000002,58802.00000000001
South,South Atlantic,North Carolina,1965.0000000000002,12755.0
Midwest,West North Central,North Dakota,1965.0000000000002,223.0
Midwest,East North Central,Ohio,1965.0000000000002,12788.0
South,West South Central,Oklahoma,1965.0000000000002,3339.0000000000005
West,Pacific,Oregon,1965.0000000000002,2290.0
Northeast,Middle Atlantic,Pennsylvania,1965.0000000000002,16384.0
Northeast,New England,Rhode Island,1965.0000000000002,722.0000000000001
South,South Atlantic,South Carolina,1965.0000000000002,4504.0
Midwest,West North Central,South Dakota,1965.0000000000002,415.0
South,East South Central,Tennessee,1965.0000000000002,5333.0
South,West South Central,Texas,1965.0000000000002,21029.0
West,Mountain,Utah,1965.0000000000002,886.0
Northeast,New England,Vermont,1965.0000000000002,88.99999999999999
South,South Atlantic,Virginia,1965.0000000000002,10145.0
West,Pacific,Washington,1965.0000000000002,3081.0
South,South Atlantic,West Virginia,1965.0000000000002,1413.0
Midwest,East North Central,Wisconsin,1965.0000000000002,1910.9999999999998
West,Mountain,Wyoming,1965.0000000000002,257.0
South,East South Central,Alabama,1966.0,8098.0
West,Pacific,Alaska,1966.0,409.0
West,Mountain,Arizona,1966.0,3272.0
South,West South Central,Arkansas,1966.0,3185.0
West,Pacific,California,1966.0,57718.0
West,Mountain,Colorado,1966.0,3340.0
Northeast,New England,Connecticut,1966.0,2146.0
South,South Atlantic,Delaware,1966.0,655.0
South,South Atlantic,District of Columbia,1966.0,7155.000000000001
South,South Atlantic,Florida,1966.0,20069.0
South,South Atlantic,Georgia,1966.0,9066.0
West,Pacific,Hawaii,1966.0,598.0
West,Mountain,Idaho,1966.0,461.0
Midwest,East North Central,Illinois,1966.0,39116.0
Midwest,East North Central,Indiana,1966.0,7196.0
Midwest,West North Central,Iowa,1966.0,1214.0
Midwest,West North Central,Kansas,1966.0,2517.0
South,East South Central,Kentucky,1966.0,4191.0
South,West South Central,Louisiana,1966.0,8689.0
Northeast,New England,Maine,1966.0,485.99999999999994
South,South Atlantic,Maryland,1966.0,11236.0
Northeast,New England,Massachusetts,1966.0,6201.000000000001
Midwest,East North Central,Michigan,1966.0,27806.0
Midwest,West North Central,Minnesota,1966.0,3691.0
South,East South Central,Mississippi,1966.0,3504.0
Midwest,West North Central,Missouri,1966.0,11149.0
West,Mountain,Montana,1966.0,507.0
Midwest,West North Central,Nebraska,1966.0,941.0000000000001
West,Mountain,Nevada,1966.0,987.0000000000001
Northeast,New England,New Hampshire,1966.0,259.0
Northeast,Middle Atlantic,New Jersey,1966.0,11168.0
West,Mountain,New Mexico,1966.0,2221.0
Northeast,Middle Atlantic,New York,1966.0,62561.0
South,South Atlantic,North Carolina,1966.0,14775.0
Midwest,West North Central,North Dakota,1966.0,231.0
Midwest,East North Central,Ohio,1966.0,15626.0
South,West South Central,Oklahoma,1966.0,3551.9999999999995
West,Pacific,Oregon,1966.0,2470.0
Northeast,Middle Atlantic,Pennsylvania,1966.0,15169.0
Northeast,New England,Rhode Island,1966.0,849.0
South,South Atlantic,South Carolina,1966.0,5844.0
Midwest,West North Central,South Dakota,1966.0,568.0
South,East South Central,Tennessee,1966.0,6145.0
South,West South Central,Texas,1966.0,24382.0
West,Mountain,Utah,1966.0,1148.0
Northeast,New England,Vermont,1966.0,80.0
South,South Atlantic,Virginia,1966.0,10399.0
West,Pacific,Washington,1966.0,3673.0
South,South Atlantic,West Virginia,1966.0,1613.0
Midwest,East North Central,Wisconsin,1966.0,1984.0000000000002
West,Mountain,Wyoming,1966.0,273.0
South,East South Central,Alabama,1967.0000000000002,8448.0
West,Pacific,Alaska,1967.0000000000002,437.0
West,Mountain,Arizona,1967.0000000000002,3892.0
South,West South Central,Arkansas,1967.0000000000002,4320.0
West,Pacific,California,1967.0000000000002,67446.0
West,Mountain,Colorado,1967.0000000000002,3789.0
Northeast,New England,Connecticut,1967.0000000000002,2804.0
South,South Atlantic,Delaware,1967.0000000000002,948.0
South,South Atlantic,District of Columbia,1967.0000000000002,9252.0
South,South Atlantic,Florida,1967.0000000000002,23399.0
South,South Atlantic,Georgia,1967.0000000000002,8536.0
West,Pacific,Hawaii,1967.0000000000002,591.0
West,Mountain,Idaho,1967.0000000000002,478.0
Midwest,East North Central,Illinois,1967.0000000000002,42956.0
Midwest,East North Central,Indiana,1967.0000000000002,8143.000000000001
Midwest,West North Central,Iowa,1967.0000000000002,1608.0
Midwest,West North Central,Kansas,1967.0000000000002,3248.0
South,East South Central,Kentucky,1967.0000000000002,4484.0
South,West South Central,Louisiana,1967.0000000000002,10071.0
Northeast,New England,Maine,1967.0000000000002,621.0
South,South Atlantic,Maryland,1967.0000000000002,17458.0
Northeast,New England,Massachusetts,1967.0000000000002,6919.000000000001
Midwest,East North Central,Michigan,1967.0000000000002,33390.0
Midwest,West North Central,Minnesota,1967.0000000000002,4727.0
South,East South Central,Mississippi,1967.0000000000002,2672.0
Midwest,West North Central,Missouri,1967.0000000000002,12746.0
West,Mountain,Montana,1967.0000000000002,588.0
Midwest,West North Central,Nebraska,1967.0000000000002,1624.0
West,Mountain,Nevada,1967.0000000000002,1100.0
Northeast,New England,New Hampshire,1967.0000000000002,218.0
Northeast,Middle Atlantic,New Jersey,1967.0000000000002,13204.0
West,Mountain,New Mexico,1967.0000000000002,2325.0
Northeast,Middle Atlantic,New York,1967.0000000000002,75124.0
South,South Atlantic,North Carolina,1967.0000000000002,15995.0
Midwest,West North Central,North Dakota,1967.0000000000002,184.99999999999997
Midwest,East North Central,Ohio,1967.0000000000002,19344.0
South,West South Central,Oklahoma,1967.0000000000002,3703.0
West,Pacific,Oregon,1967.0000000000002,3146.9999999999995
Northeast,Middle Atlantic,Pennsylvania,1967.0000000000002,16119.0
Northeast,New England,Rhode Island,1967.0000000000002,1156.0
South,South Atlantic,South Carolina,1967.0000000000002,6015.0
Midwest,West North Central,South Dakota,1967.0000000000002,586.0
South,East South Central,Tennessee,1967.0000000000002,8111.0
South,West South Central,Texas,1967.0000000000002,26749.0
West,Mountain,Utah,1967.0000000000002,1194.0
Northeast,New England,Vermont,1967.0000000000002,86.0
South,South Atlantic,Virginia,1967.0000000000002,10328.0
West,Pacific,Washington,1967.0000000000002,4754.0
South,South Atlantic,West Virginia,1967.0000000000002,1744.0
Midwest,East North Central,Wisconsin,1967.0000000000002,2948.0
West,Mountain,Wyoming,1967.0000000000002,294.0
South,East South Central,Alabama,1968.0,8288.0
West,Pacific,Alaska,1968.0,485.99999999999994
West,Mountain,Arizona,1968.0,4402.0
South,West South Central,Arkansas,1968.0,4360.0
West,Pacific,California,1968.0,81293.0
West,Mountain,Colorado,1968.0,5387.0
Northeast,New England,Connecticut,1968.0,3825.0
South,South Atlantic,Delaware,1968.0,1288.0
South,South Atlantic,District of Columbia,1968.0,12180.0
South,South Atlantic,Florida,1968.0,27913.0
South,South Atlantic,Georgia,1968.0,9903.0
West,Pacific,Hawaii,1968.0,662.0
West,Mountain,Idaho,1968.0,518.0
Midwest,East North Central,Illinois,1968.0,44776.0
Midwest,East North Central,Indiana,1968.0,10229.0
Midwest,West North Central,Iowa,1968.0,1882.0000000000002
Midwest,West North Central,Kansas,1968.0,3463.0
South,East South Central,Kentucky,1968.0,5317.0
South,West South Central,Louisiana,1968.0,11742.0
Northeast,New England,Maine,1968.0,633.0
South,South Atlantic,Maryland,1968.0,23404.999999999996
Northeast,New England,Massachusetts,1968.0,8916.0
Midwest,East North Central,Michigan,1968.0,37292.0
Midwest,West North Central,Minnesota,1968.0,5111.0
South,East South Central,Mississippi,1968.0,3397.0
Midwest,West North Central,Missouri,1968.0,15216.0
West,Mountain,Montana,1968.0,610.0
Midwest,West North Central,Nebraska,1968.0,2103.0
West,Mountain,Nevada,1968.0,1261.0
Northeast,New England,New Hampshire,1968.0,279.0
Northeast,Middle Atlantic,New Jersey,1968.0,16711.0
West,Mountain,New Mexico,1968.0,2543.0
Northeast,Middle Atlantic,New York,1968.0,98515.0
South,South Atlantic,North Carolina,1968.0,18025.0
Midwest,West North Central,North Dakota,1968.0,173.0
Midwest,East North Central,Ohio,1968.0,21228.0
South,West South Central,Oklahoma,1968.0,4473.0
West,Pacific,Oregon,1968.0,3955.0
Northeast,Middle Atlantic,Pennsylvania,1968.0,20710.0
Northeast,New England,Rhode Island,1968.0,1254.0
South,South Atlantic,South Carolina,1968.0,5853.0
Midwest,West North Central,South Dakota,1968.0,563.0
South,East South Central,Tennessee,1968.0,8766.0
South,West South Central,Texas,1968.0,29646.0
West,Mountain,Utah,1968.0,1201.0
Northeast,New England,Vermont,1968.0,157.0
South,South Atlantic,Virginia,1968.0,12821.0
West,Pacific,Washington,1968.0,6970.0
South,South Atlantic,West Virginia,1968.0,1959.0
Midwest,East North Central,Wisconsin,1968.0,3400.0
West,Mountain,Wyoming,1968.0,278.0
South,East South Central,Alabama,1969.0000000000002,8842.0
West,Pacific,Alaska,1969.0000000000002,624.0
West,Mountain,Arizona,1969.0000000000002,5741.999999999999
South,West South Central,Arkansas,1969.0000000000002,4390.0
West,Pacific,California,1969.0000000000002,89878.0
West,Mountain,Colorado,1969.0000000000002,6275.0
Northeast,New England,Connecticut,1969.0000000000002,4415.0
South,South Atlantic,Delaware,1969.0000000000002,1588.0
South,South Atlantic,District of Columbia,1969.0000000000002,17038.0
South,South Atlantic,Florida,1969.0000000000002,29411.0
South,South Atlantic,Georgia,1969.0000000000002,11235.0
West,Pacific,Hawaii,1969.0000000000002,683.9999999999999
West,Mountain,Idaho,1969.0000000000002,806.0000000000001
Midwest,East North Central,Illinois,1969.0000000000002,49542.99999999999
Midwest,East North Central,Indiana,1969.0000000000002,10141.0
Midwest,West North Central,Iowa,1969.0000000000002,1918.0000000000002
Midwest,West North Central,Kansas,1969.0000000000002,3873.0
South,East South Central,Kentucky,1969.0000000000002,5745.0
South,West South Central,Louisiana,1969.0000000000002,13492.0
Northeast,New England,Maine,1969.0000000000002,733.0
South,South Atlantic,Maryland,1969.0000000000002,24295.0
Northeast,New England,Massachusetts,1969.0000000000002,10272.0
Midwest,East North Central,Michigan,1969.0000000000002,44048.00000000001
Midwest,West North Central,Minnesota,1969.0000000000002,5253.0
South,East South Central,Mississippi,1969.0000000000002,3354.0
Midwest,West North Central,Missouri,1969.0000000000002,18260.0
West,Mountain,Montana,1969.0000000000002,682.0
Midwest,West North Central,Nebraska,1969.0000000000002,2302.0
West,Mountain,Nevada,1969.0000000000002,1642.0
Northeast,New England,New Hampshire,1969.0000000000002,325.0
Northeast,Middle Atlantic,New Jersey,1969.0000000000002,17226.0
West,Mountain,New Mexico,1969.0000000000002,2881.0
Northeast,Middle Atlantic,New York,1969.0000000000002,105870.0
South,South Atlantic,North Carolina,1969.0000000000002,18117.0
Midwest,West North Central,North Dakota,1969.0000000000002,220.00000000000003
Midwest,East North Central,Ohio,1969.0000000000002,26648.0
South,West South Central,Oklahoma,1969.0000000000002,4775.0
West,Pacific,Oregon,1969.0000000000002,4527.0
Northeast,Middle Atlantic,Pennsylvania,1969.0000000000002,22887.0
Northeast,New England,Rhode Island,1969.0000000000002,1594.0
South,South Atlantic,South Carolina,1969.0000000000002,6448.999999999999
Midwest,West North Central,South Dakota,1969.0000000000002,510.00000000000006
South,East South Central,Tennessee,1969.0000000000002,9235.0
South,West South Central,Texas,1969.0000000000002,36707.0
West,Mountain,Utah,1969.0000000000002,1459.9999999999998
Northeast,New England,Vermont,1969.0000000000002,234.00000000000003
South,South Atlantic,Virginia,1969.0000000000002,12433.0
West,Pacific,Washington,1969.0000000000002,8243.0
South,South Atlantic,West Virginia,1969.0000000000002,1766.0
Midwest,East North Central,Wisconsin,1969.0000000000002,3410.9999999999995
West,Mountain,Wyoming,1969.0000000000002,286.0
South,East South Central,Alabama,1970.0,10185.0
West,Pacific,Alaska,1970.0,840.0
West,Mountain,Arizona,1970.0,6563.999999999999
South,West South Central,Arkansas,1970.0,4276.0
West,Pacific,California,1970.0,94741.00000000001
West,Mountain,Colorado,1970.0,7874.0
Northeast,New England,Connecticut,1970.0,5167.0
South,South Atlantic,Delaware,1970.0,1795.0
South,South Atlantic,District of Columbia,1970.0,16846.0
South,South Atlantic,Florida,1970.0,33824.0
South,South Atlantic,Georgia,1970.0,13976.000000000002
West,Pacific,Hawaii,1970.0,938.0
West,Mountain,Idaho,1970.0,879.0
Midwest,East North Central,Illinois,1970.0,52005.99999999999
Midwest,East North Central,Indiana,1970.0,12184.000000000002
Midwest,West North Central,Iowa,1970.0,2241.0
Midwest,West North Central,Kansas,1970.0,4561.0
South,East South Central,Kentucky,1970.0,7157.0
South,West South Central,Louisiana,1970.0,15063.0
Northeast,New England,Maine,1970.0,887.0
South,South Atlantic,Maryland,1970.0,24512.0
Northeast,New England,Massachusetts,1970.0,11541.999999999998
